,FirstBlood,WardsPlacedDiff,WardsDestroyedDiff,KillsDiff,AssistsDiff,Dragons,Heralds,TowersDestroyedDiff,GoldDiff,AvgLevelDiff,ExperienceDiff,CSdiff,JungleMinionsKilledDiff
2457,0,-18,-3,0,2,1,0,0,-1395,-0.20000000000000018,-711,-61,6
7824,1,-63,-1,7,7,-1,0,0,4990,0.6000000000000005,2055,51,-14
6064,1,12,-11,-2,-5,-1,0,-1,-2929,-0.20000000000000018,-154,1,4
4183,1,0,0,-2,1,0,0,0,-57,-0.6000000000000005,-1339,4,-4
7248,0,6,1,-4,-2,0,0,-1,-5011,-0.6000000000000005,-2444,-43,4
1762,0,3,-2,1,1,0,0,0,1245,0.0,1084,15,-4
1294,1,1,2,-1,-1,0,0,0,-1027,-0.5999999999999996,-1434,-12,-16
1767,0,-33,-2,3,0,-1,0,0,687,0.0,-291,7,-34
3832,0,2,-1,4,8,-1,0,0,1642,1.0,1965,-19,6
6745,1,0,1,1,0,-1,0,0,51,0.0,140,-22,12
220,1,-2,3,7,4,1,1,1,3806,0.40000000000000036,2161,2,0
6473,0,6,-2,-2,0,1,0,0,-1350,-0.40000000000000036,-1765,-8,-3
4954,1,42,0,-4,-4,1,0,0,-2212,-0.20000000000000018,-1548,-11,-20
3929,0,-2,2,-3,-2,0,0,0,-2277,0.0,-1804,-37,-18
7212,1,-2,0,5,6,0,0,0,1931,0.20000000000000018,1567,7,-5
8947,1,-27,0,-2,-3,-1,1,0,-1006,-0.40000000000000036,-1606,-3,8
1749,0,-10,5,1,-1,-1,0,0,-843,0.20000000000000018,147,-26,-4
3781,0,2,0,-3,-4,0,0,0,-2076,-0.20000000000000018,-679,-11,8
1292,1,15,1,1,1,-1,0,0,1204,0.20000000000000018,306,57,-4
5818,0,-4,1,-1,-1,-1,1,0,-96,0.20000000000000018,827,25,-9
4647,1,-7,-2,4,5,1,0,0,2216,0.40000000000000036,1311,7,-4
4252,1,2,0,2,4,1,1,0,701,-0.20000000000000018,-628,-34,-17
4522,1,3,3,3,8,0,0,0,1085,0.20000000000000018,-556,-16,-16
9694,0,11,-5,-3,-3,-1,-1,-1,-4582,-0.7999999999999998,-3594,-32,-9
4918,1,-19,3,4,7,0,0,0,1484,-0.20000000000000018,-24,-13,-4
3959,1,21,1,1,9,-1,-1,0,520,0.20000000000000018,897,30,-34
4750,1,2,0,0,3,-1,0,0,-373,-0.20000000000000018,-1526,-15,-20
6661,1,7,0,8,12,1,0,0,3696,0.7999999999999998,3558,29,9
9811,0,-3,-3,-4,-2,-1,0,0,-2930,-0.6000000000000005,-2779,-44,4
5663,1,1,-1,-1,-2,-1,0,0,-2340,-0.7999999999999998,-2351,-42,-22
2408,0,3,3,4,9,1,0,0,2391,0.40000000000000036,1726,17,17
7692,0,-3,0,0,2,-1,0,0,-1518,-0.20000000000000018,-1106,-54,-7
3261,0,0,-1,-3,1,-1,0,0,-2322,-0.6000000000000005,-2808,-12,-25
8967,1,43,0,6,10,-1,1,1,4146,0.39999999999999947,3141,27,-7
34,0,25,1,2,-1,-1,0,0,275,0.20000000000000018,872,-19,-6
4635,0,-11,3,7,14,1,0,0,3098,0.5999999999999996,2685,24,9
6398,1,-1,3,3,4,1,1,0,2871,0.20000000000000018,1581,36,-3
6584,0,-3,4,3,3,-1,0,0,1238,0.40000000000000036,1037,-15,-8
6556,1,-43,0,-2,-3,0,-1,0,-1285,-0.40000000000000036,-1925,-21,-18
1637,1,-9,1,2,-2,-1,0,0,510,0.0,-601,-4,-3
9076,0,0,0,2,1,1,0,0,1110,-0.6000000000000005,-225,33,-8
3645,1,27,1,1,10,-1,0,0,150,-0.40000000000000036,-446,6,-7
9500,1,-26,11,0,-2,-1,0,0,375,-0.20000000000000018,296,13,5
689,0,0,3,-3,-6,-1,0,0,-1502,-0.20000000000000018,-321,12,5
4279,0,5,2,4,9,1,0,0,2655,0.7999999999999998,2106,2,16
975,1,-1,0,-1,3,1,-1,0,-999,-0.40000000000000036,-1466,-9,2
5470,1,0,2,-1,0,1,0,-1,-1305,-0.6000000000000005,-2023,4,-14
1234,1,-2,-1,-8,-8,1,0,0,-2978,-0.8000000000000007,-2960,10,4
8056,0,0,1,-3,-3,-1,-1,0,-1615,-0.39999999999999947,-1393,-5,-12
8165,1,-99,2,2,6,1,-1,0,1603,0.6000000000000005,1799,7,5
120,0,0,2,0,2,1,-1,0,-576,0.0,-682,31,-23
3987,0,23,-1,-3,-6,0,1,0,-420,-0.20000000000000018,-1518,-19,13
1158,0,-2,-3,1,5,-1,0,0,66,0.0,-57,-40,-5
5987,0,2,-1,3,7,1,0,0,1669,-0.20000000000000018,113,17,-8
5891,1,2,2,-3,-4,0,-1,0,-1256,-0.20000000000000018,-844,-4,20
5976,1,-14,0,0,0,-1,1,0,762,0.0,1570,25,11
8459,0,5,-1,-9,-5,1,-1,-1,-6324,-0.7999999999999998,-3885,-58,9
9370,1,4,-2,-1,-8,1,1,1,-546,0.0,-104,-7,15
9272,1,1,1,3,10,-1,-1,0,1589,0.20000000000000018,-197,-19,-26
6381,0,-6,0,-4,-10,-1,0,0,-2744,-0.5999999999999996,-1330,-23,8
3709,1,5,-1,7,9,0,0,0,2972,0.40000000000000036,1799,38,-16
3588,0,-2,0,-2,-11,-1,0,0,-1825,-0.40000000000000036,-1174,5,-8
8492,0,65,0,1,0,0,0,0,-817,0.0,-968,-30,-11
9398,1,-1,0,7,8,1,1,0,3878,0.5999999999999996,3016,27,1
1666,1,1,-2,-4,-8,-1,1,0,-2250,-0.40000000000000036,-1591,2,4
7883,1,4,-2,1,0,-1,0,0,-1052,-0.40000000000000036,-1064,-25,-17
6618,1,-11,-2,0,-2,1,0,0,-305,0.39999999999999947,242,23,-1
491,1,-4,4,1,3,1,0,0,1115,0.0,1256,15,-8
302,1,2,-1,-1,-1,1,0,0,1171,-0.40000000000000036,-1140,16,10
9829,1,-23,3,-4,-2,1,0,0,-1990,-0.6000000000000005,-3002,-25,-8
6191,0,7,2,-1,-2,0,0,0,-1599,-0.40000000000000036,-1890,6,-14
3148,0,26,2,2,11,-1,0,0,2247,0.20000000000000018,1262,18,1
7250,0,-20,-3,-3,-5,-1,-1,0,-192,-0.20000000000000018,-287,35,5
6341,0,-9,-2,-5,-5,-1,0,0,-2468,-0.40000000000000036,-1853,-15,-28
1975,0,2,-1,-1,1,1,0,0,-1190,-0.40000000000000036,-762,-20,14
5787,1,-3,0,-7,-5,-1,0,0,-4201,-1.0,-4782,-30,-8
6950,1,1,0,2,12,0,0,0,801,-0.20000000000000018,-1533,-17,-8
4958,1,8,-2,-1,-6,0,0,0,-828,-0.1999999999999993,421,5,14
8428,1,2,-2,2,1,-1,0,0,2350,0.20000000000000018,1981,34,18
7646,0,-62,0,3,4,1,1,0,2052,0.40000000000000036,2845,16,12
3810,1,2,-2,6,5,-1,0,0,3828,0.6000000000000005,2549,24,16
6270,0,4,3,6,3,-1,1,2,6161,1.2000000000000002,5326,111,-4
5105,1,-66,0,1,3,0,1,0,-904,-0.20000000000000018,-178,-41,-3
2261,0,-1,-1,2,7,-1,0,0,612,-0.20000000000000018,678,-3,-3
8799,0,3,0,7,4,1,0,0,2361,0.40000000000000036,2489,-25,8
982,0,4,0,-2,-3,-1,0,0,-530,0.20000000000000018,-123,34,-8
3124,1,1,-2,0,0,1,0,0,-12,-0.20000000000000018,-151,-11,-4
2754,0,-2,2,5,5,1,0,0,2789,1.0,3223,41,-6
5942,0,4,-1,5,7,1,1,1,4299,0.7999999999999998,3637,47,34
1623,0,-27,5,-2,-3,-1,1,0,-98,-0.20000000000000018,-169,16,4
7879,0,-6,4,-3,-3,0,-1,0,-1269,-0.40000000000000036,-1991,-19,2
7738,0,-2,1,-2,-1,-1,-1,0,-697,-0.20000000000000018,-1133,-30,-2
2847,1,-79,0,8,12,0,0,0,4255,0.8000000000000007,2387,4,-11
6459,1,1,2,3,2,1,1,0,3477,0.40000000000000036,3386,14,23
2449,0,-2,1,-6,-2,0,0,0,-1146,-0.20000000000000018,-441,62,9
4309,1,-42,2,3,1,1,0,0,2880,0.40000000000000036,2785,69,0
7239,0,3,-4,-1,-3,0,0,0,-1625,0.0,-442,-38,18
4192,0,5,-3,0,5,-1,0,0,556,0.40000000000000036,879,-4,-1
3573,1,-2,-3,-4,-7,0,-1,0,-956,-0.20000000000000018,16,-10,13
8519,0,41,-2,1,1,-1,0,0,459,0.20000000000000018,1326,14,2
9106,1,-1,-2,1,8,1,0,0,787,0.0,-575,-31,15
6583,1,2,4,5,9,1,1,1,4751,0.40000000000000036,641,51,-8
3322,0,-6,0,-7,-10,1,0,0,-4822,-0.6000000000000005,-2537,-68,16
6135,0,-9,-4,-8,-8,1,0,0,-3180,-1.0,-3271,-15,13
1211,1,2,-1,0,7,-1,0,0,1543,0.20000000000000018,828,23,-5
5394,0,-30,-5,-4,0,0,0,0,-3756,-0.7999999999999998,-3280,-53,-32
4155,1,6,1,5,2,1,0,0,3767,1.0,3277,58,7
8601,0,-3,0,-5,-8,-1,1,0,-3825,-0.6000000000000005,-1386,-38,-14
7210,0,0,-1,-5,-9,-1,0,0,-1887,-0.40000000000000036,-587,7,5
5086,0,74,2,3,1,1,-1,0,3140,0.8000000000000007,3364,32,7
3396,0,-103,0,-6,-10,-1,0,0,-3193,-0.7999999999999998,-2101,29,-12
1978,0,2,2,-6,-15,-1,0,-1,-5800,-1.1999999999999993,-3960,-43,-21
7835,0,8,0,-2,2,0,0,0,-246,0.0,-1064,3,13
2633,0,0,1,-7,-7,1,0,0,-3206,-0.40000000000000036,-2169,-24,14
1334,0,-3,2,1,2,1,0,1,1850,0.20000000000000018,834,15,4
9545,1,5,-3,1,-1,-1,0,0,-635,-0.20000000000000018,-1449,-49,-12
2002,1,0,3,8,7,1,0,0,3497,0.7999999999999998,3543,9,-7
533,0,1,1,-1,4,0,0,0,-443,0.0,-447,-3,3
8829,0,2,1,3,3,1,0,0,1527,0.40000000000000036,1629,22,7
353,0,7,0,3,9,-1,0,0,2378,0.40000000000000036,2190,26,-2
8925,0,-87,-2,3,1,-1,0,0,899,0.0,295,-22,11
348,0,1,-2,-3,-1,-1,-1,0,-1516,0.0,-1467,-3,-2
449,1,-22,-1,-2,-6,-1,0,0,-2242,-0.20000000000000018,-1819,-58,18
5796,1,19,-2,1,2,1,0,0,928,-0.20000000000000018,-128,38,-12
1167,0,-22,-1,-4,-2,-1,-1,0,-4279,-1.1999999999999993,-4529,-59,-34
1761,1,-1,-2,6,6,0,0,0,2978,-0.40000000000000036,-438,56,-26
2664,0,-40,0,-3,-8,1,1,0,284,0.40000000000000036,681,31,8
7201,0,23,-1,-4,-6,-1,1,0,-2651,0.0,-1289,-29,5
9577,1,-2,-1,-5,-2,0,0,0,-2111,-0.7999999999999998,-2875,-31,-7
1540,0,0,-3,4,3,1,1,2,2941,0.6000000000000005,1850,27,1
3091,1,19,0,7,9,-1,0,0,4826,1.2000000000000002,4472,30,22
6652,1,0,2,-3,1,-1,0,0,-1484,-0.39999999999999947,-1528,-40,-16
8645,0,24,-2,0,4,-1,0,0,-65,0.0,-433,-18,-2
5922,0,47,-1,1,-4,0,0,0,3052,0.6000000000000005,3581,70,11
6751,1,3,1,5,8,1,0,0,4651,1.2000000000000002,4293,87,12
1821,1,24,0,2,-1,0,0,0,1641,0.20000000000000018,1386,8,18
5670,0,91,0,-1,1,0,0,0,-35,0.40000000000000036,1112,0,19
7375,0,-25,0,-7,-9,-1,0,0,-3368,-0.8000000000000007,-2587,-26,14
1382,1,6,-1,6,11,1,0,0,3131,0.8000000000000007,2377,1,17
51,0,6,-1,-2,-1,0,0,0,544,0.0,75,31,5
5949,0,-10,1,0,5,1,1,0,-1035,0.0,-442,-21,-1
8941,1,1,-1,-4,-7,-1,-1,0,-3469,-0.20000000000000018,-1687,-65,-13
5884,0,-26,-2,0,-4,-1,-1,0,192,0.20000000000000018,88,-16,5
9301,0,38,-1,-1,4,-1,0,0,-3616,-0.7999999999999998,-3352,-87,-24
1709,0,1,-2,-4,-6,-1,0,0,-962,0.40000000000000036,612,6,16
7522,0,0,2,-5,-9,-1,0,0,-2600,-0.20000000000000018,-1587,-50,18
716,0,-53,1,-2,-1,-1,0,0,-31,0.0,849,7,0
4571,0,-4,1,-9,-2,-1,-1,0,-2917,-0.20000000000000018,-2806,11,3
2461,1,-1,1,8,10,1,1,0,4565,0.7999999999999998,2079,60,-8
7814,1,7,1,0,-4,0,1,0,1234,0.6000000000000005,1855,30,16
3142,0,73,1,2,0,-1,1,0,459,0.6000000000000005,1388,-10,8
7131,0,21,2,-1,0,1,0,0,26,0.20000000000000018,693,38,8
8678,0,47,0,1,0,-1,1,0,1147,0.0,254,39,-16
6959,1,-20,-2,8,16,1,0,0,3294,0.40000000000000036,1808,8,16
7608,0,-19,18,1,-2,1,0,0,-642,0.20000000000000018,311,9,-2
5351,0,17,4,-7,-8,0,0,0,-4557,-0.40000000000000036,-3571,-52,-15
4870,1,4,1,1,1,1,-1,0,938,0.20000000000000018,181,19,3
2629,0,2,-3,-4,-2,1,0,0,-1716,-0.6000000000000005,-1601,-28,24
7346,0,0,0,-2,-2,1,-1,0,-1443,-0.39999999999999947,-36,3,0
3286,1,-4,1,0,2,-1,0,0,-187,0.0,-361,-45,-1
7557,0,1,-1,-1,-2,0,0,0,46,0.0,99,-4,-2
4698,1,-57,0,-2,-5,-1,0,0,-2139,-0.6000000000000005,-1844,-6,-45
7524,1,8,4,4,6,1,0,1,4013,0.5999999999999996,2137,32,23
411,1,-28,14,0,-3,-1,1,0,62,0.40000000000000036,1154,30,-15
3682,1,-29,1,4,2,-1,0,0,2385,0.40000000000000036,966,40,-4
2918,0,28,-6,2,14,0,-1,0,1714,0.20000000000000018,1487,36,12
609,0,0,0,3,1,0,0,0,1860,0.5999999999999996,1798,-21,17
8629,1,-3,-1,7,7,0,1,0,3362,0.6000000000000005,2634,32,0
465,1,0,-2,0,-3,1,0,0,71,0.0,409,13,12
1499,1,36,-5,0,-2,0,0,0,-557,0.0,-832,-39,-4
4101,1,-6,-2,2,0,1,-1,0,-152,-0.40000000000000036,-901,-22,3
264,0,-18,-1,5,1,1,1,0,3977,1.1999999999999993,3949,28,25
5961,0,4,-1,-5,-2,-1,0,0,-3294,-0.1999999999999993,-2723,-39,-4
3476,0,0,1,2,-2,1,0,0,1800,0.40000000000000036,546,17,21
8677,0,-17,0,-4,-8,-1,0,0,-1823,0.0,-810,-6,-9
4277,0,32,-2,-2,1,-1,0,0,-2630,-0.7999999999999998,-2204,-57,-1
1176,0,2,0,4,8,-1,-1,0,1573,-0.20000000000000018,-624,-1,-41
7056,1,-5,-3,-4,0,-1,0,0,-2284,-0.7999999999999998,-3219,-44,-12
2891,0,-4,-2,-4,-5,-1,0,0,-2109,-0.6000000000000005,-1475,4,-3
9115,0,-3,1,-2,-3,-1,0,0,-1885,-0.40000000000000036,-210,-8,12
387,1,-2,-1,3,6,1,0,0,1728,0.0,-337,-6,1
5164,1,-18,1,1,0,1,0,0,-758,-0.40000000000000036,-1310,-43,-4
7433,1,-1,4,1,1,-1,0,0,926,-0.20000000000000018,-849,9,-9
2958,1,-5,3,3,4,0,0,0,2991,0.40000000000000036,1357,19,-5
1033,1,-19,0,1,0,0,0,0,1206,0.40000000000000036,968,6,21
6582,0,-3,6,-4,-2,1,1,0,-1402,-0.39999999999999947,-1003,-18,9
8684,1,1,0,1,4,1,0,0,-153,-0.40000000000000036,-1105,-25,-9
1228,0,5,-1,0,-6,0,-1,0,-243,0.20000000000000018,418,23,-21
2409,0,-50,-1,0,0,0,0,0,570,0.0,368,17,7
2861,1,25,-2,-3,-1,-1,-1,0,-686,-0.20000000000000018,-893,22,-15
5034,1,-3,2,-1,-3,1,-1,0,683,0.40000000000000036,-208,56,0
2965,0,14,0,-5,2,-1,-1,0,-4264,-0.8000000000000007,-3932,-66,-44
792,0,35,1,-4,-4,1,0,0,-2769,-0.20000000000000018,-820,-39,9
7497,1,-7,0,-4,-5,1,0,0,-2607,-0.40000000000000036,-2125,-14,0
2013,0,-4,-2,-8,-6,-1,0,0,-5295,-1.0,-3863,-76,0
3739,0,0,1,-3,-3,0,0,0,-2115,-0.40000000000000036,-1147,-49,4
7586,0,-25,0,-5,-8,1,0,0,-2160,0.20000000000000018,85,-9,28
4621,0,-1,0,-3,-4,-1,0,0,-1674,0.0,-772,-31,5
363,1,0,-1,-3,-6,-1,0,0,-1963,-0.40000000000000036,-1151,2,4
6854,0,0,1,-5,-7,-1,1,0,-3561,-0.20000000000000018,-1911,-53,12
7405,0,0,1,0,-4,1,0,0,-108,0.40000000000000036,1254,32,-9
7304,0,1,2,-7,-7,-1,0,0,-3709,-0.20000000000000018,-1017,-29,2
5883,1,1,1,4,1,0,0,0,2005,0.0,2005,-24,16
243,0,-7,-1,-5,-8,-1,0,0,-3864,-0.6000000000000005,-2759,-45,-4
6687,1,0,-1,5,2,1,0,0,2649,0.40000000000000036,1251,14,-4
7896,0,-21,-2,1,-1,0,0,0,40,0.0,-731,35,-20
4372,1,1,1,4,3,1,0,0,3120,0.6000000000000005,2464,28,8
4104,1,-2,0,9,6,1,0,0,5650,1.0,4520,54,4
8752,0,2,-2,1,0,1,0,0,-312,0.20000000000000018,-473,-23,9
2037,0,-4,1,4,5,1,0,0,2599,0.7999999999999998,3321,27,6
8403,1,2,-1,6,7,-1,1,1,3263,0.20000000000000018,1440,8,-19
2450,1,0,-1,9,4,1,0,0,4091,0.7999999999999998,3392,35,20
5562,0,-3,2,5,9,0,1,0,3467,1.1999999999999993,3958,17,28
8074,1,-34,1,-1,-3,-1,0,0,171,0.0,42,8,5
9420,1,24,2,1,3,-1,0,0,773,0.0,320,24,4
2812,0,-1,0,0,0,1,-1,0,178,0.20000000000000018,882,40,-31
5831,0,-13,1,-4,-6,0,-1,0,-2714,-0.20000000000000018,-427,-7,1
462,0,-1,0,-3,-3,1,1,0,-2630,-0.40000000000000036,-2244,-37,1
8828,0,2,1,-3,-6,0,0,0,-2046,-0.20000000000000018,-691,-30,15
2319,0,-49,1,-1,-1,1,0,0,-425,-0.20000000000000018,-316,6,-4
7720,0,0,-3,-7,-5,1,0,0,-4801,-1.2000000000000002,-5205,-51,-16
73,1,1,3,-5,-6,1,0,0,-2622,-0.20000000000000018,-1136,12,2
5944,1,-6,6,5,4,0,0,0,2185,0.40000000000000036,955,-21,-10
9137,0,3,4,-4,-5,-1,0,0,-3075,-0.20000000000000018,-244,-43,24
5773,0,0,0,-1,-1,-1,1,0,-1546,0.0,-1047,-50,-7
8973,1,0,-1,-2,-3,-1,-1,0,262,-0.20000000000000018,-414,6,-1
1429,1,5,1,2,-2,1,1,0,852,0.20000000000000018,1553,22,8
2974,0,-2,1,-2,1,-1,0,0,-648,-0.20000000000000018,-1422,11,-9
7512,1,-3,1,-1,4,0,-1,0,-971,-0.20000000000000018,-1588,34,-20
8741,0,2,-2,1,0,0,-1,0,-1252,0.0,-1190,-32,-15
1143,1,37,1,8,8,0,0,1,6423,0.7999999999999998,3767,84,-6
3821,1,25,3,6,9,-1,0,0,3419,1.0,4709,57,-5
3925,1,0,2,-3,0,0,0,0,-1207,-0.8000000000000007,-2081,-3,-20
9395,0,5,2,-1,2,-1,0,0,1266,0.0,612,-2,2
3165,0,3,1,1,3,-1,-1,0,456,0.20000000000000018,-69,20,-4
9127,0,-32,3,1,2,1,0,0,1126,-0.20000000000000018,549,-8,-7
4308,0,1,-2,-6,-4,-1,0,0,-2382,-0.6000000000000005,-2219,-30,-8
1981,1,6,2,-3,0,0,0,0,-794,-0.20000000000000018,-1320,1,0
2932,0,-6,3,-6,-17,1,0,0,-2001,-0.5999999999999996,-1137,5,48
4550,1,0,1,5,3,-1,0,0,3129,0.20000000000000018,1416,34,-8
5985,1,10,3,12,9,0,1,0,6577,0.7999999999999998,4426,50,2
538,0,13,3,0,-1,-1,0,0,1542,0.0,1059,28,-3
2558,0,-1,-2,-8,-3,-1,-1,0,-4740,-0.40000000000000036,-3081,-13,-34
367,0,5,-2,0,-1,-1,1,0,-219,-0.40000000000000036,-1440,10,-4
2269,0,-5,0,-4,-7,-1,0,-1,-1917,0.20000000000000018,823,16,11
9201,1,28,-11,5,7,1,1,0,2696,0.6000000000000005,3081,25,14
3546,1,1,-2,2,4,1,0,0,173,0.40000000000000036,41,-35,8
3037,1,1,-1,-4,-9,1,0,0,-1490,-0.40000000000000036,-1624,-5,16
9734,1,-19,2,2,1,1,0,0,1468,0.6000000000000005,1205,38,-15
985,1,3,-4,3,3,1,-1,0,1423,0.20000000000000018,1022,-10,-2
5280,0,0,1,-7,-11,-1,0,0,-3231,-1.0,-3010,-26,-9
6178,0,3,1,-1,-4,1,0,0,99,0.20000000000000018,-174,34,-4
6144,1,1,-1,7,9,1,0,0,4481,1.0,3872,18,9
4477,1,17,0,-3,-6,0,0,0,-1977,-0.20000000000000018,-944,-17,-11
5914,1,0,-1,-1,0,-1,0,0,563,0.0,-1127,4,1
4529,1,2,1,-1,-1,1,0,0,-189,-0.40000000000000036,-709,3,12
2397,0,3,1,-4,-10,0,1,-1,-3620,0.20000000000000018,-282,-11,16
4814,0,72,2,3,2,1,1,0,986,0.0,1194,-26,4
824,1,-12,4,8,8,1,0,0,5436,0.7999999999999998,3459,72,-6
5826,0,-1,-1,-10,-13,-1,0,-2,-7911,-0.7999999999999998,-3435,-56,7
7945,1,4,2,5,-1,1,0,0,1395,0.40000000000000036,1943,15,-5
1560,1,6,-2,6,9,-1,0,0,2761,0.0,680,6,-1
8472,0,-5,-12,0,0,-1,1,0,821,0.20000000000000018,2119,17,12
6627,0,0,-5,-1,-3,-1,1,-1,-1989,-0.40000000000000036,-735,4,0
8715,0,-34,-2,1,0,1,-1,0,724,0.7999999999999998,2025,-1,28
7174,1,-18,0,3,6,1,-1,0,1348,0.40000000000000036,1158,1,-32
719,0,40,-12,5,-1,0,0,0,2989,1.0,4519,46,8
9475,0,2,1,2,3,1,0,0,-114,0.0,433,-53,26
707,1,-9,-3,-5,-1,0,1,0,-2746,-0.40000000000000036,-2775,-58,3
7360,1,1,1,3,7,1,0,0,1545,-0.20000000000000018,1417,3,6
1768,0,1,1,-2,-1,-1,0,0,220,-0.40000000000000036,-740,22,-20
2473,1,26,1,2,4,-1,0,0,1748,0.0,1496,22,14
2146,0,-26,4,-1,0,0,0,0,409,0.5999999999999996,2037,25,26
5325,1,-38,-1,6,10,0,0,0,4185,0.7999999999999998,3377,57,4
3422,1,3,-5,4,6,1,0,0,759,0.20000000000000018,657,-34,1
7430,0,0,-2,-3,3,0,0,0,-967,-0.20000000000000018,-263,-13,-3
4966,0,6,-4,5,7,0,1,0,3559,0.6000000000000005,2227,42,-19
8524,1,1,1,-1,-1,1,0,0,-95,0.20000000000000018,194,-9,20
7583,1,-33,-3,-12,-13,-1,-1,0,-5395,-1.4000000000000004,-5287,-46,-12
4408,0,3,-1,2,3,1,-1,1,2398,0.6000000000000005,1573,-5,19
7757,1,2,-2,-2,-1,1,0,0,75,-0.20000000000000018,644,35,2
6029,0,-1,-2,-7,-19,-1,0,0,-3107,0.0,-1687,-11,-1
4673,1,-3,-1,0,-3,-1,1,0,559,-0.20000000000000018,55,18,-8
9469,0,5,1,2,6,1,-1,-1,-115,-0.20000000000000018,480,4,-8
4777,0,-1,-1,-9,-5,-1,0,0,-6124,-0.5999999999999996,-4043,-15,-24
8265,1,3,-2,1,4,0,0,0,-350,-0.20000000000000018,626,12,-21
5936,0,-4,1,1,0,-1,0,0,567,0.20000000000000018,1254,29,-5
572,1,-1,1,1,-3,-1,0,0,1153,0.40000000000000036,282,2,7
1012,1,-1,-1,0,-1,-1,0,0,-923,-0.40000000000000036,-1234,-17,-8
3971,0,-1,5,3,4,1,0,0,1576,0.40000000000000036,1573,30,-5
7892,1,0,0,5,4,0,1,1,4027,1.0,3285,9,8
1260,1,2,-2,-1,0,0,0,0,-1362,-0.40000000000000036,-863,-26,-19
1506,1,78,1,1,9,-1,0,0,808,0.0,-236,-23,-5
483,0,-8,3,-5,-9,-1,0,0,-2037,0.0,110,14,12
2933,1,-7,1,-10,-5,-1,0,0,-7206,-1.4000000000000004,-6046,-111,-22
5591,0,1,1,0,3,-1,0,0,204,-0.39999999999999947,-1452,-15,-13
7847,1,9,0,4,1,1,0,0,3002,0.1999999999999993,1582,59,-7
2462,1,0,7,3,3,-1,1,2,5286,1.0,3583,92,8
8818,1,-8,4,1,-2,0,0,0,32,-0.40000000000000036,-952,-46,20
9443,0,1,-1,-3,-4,0,0,0,-1740,-0.20000000000000018,-46,21,0
4085,1,-6,1,1,2,-1,1,1,1601,-0.40000000000000036,459,-49,13
3150,0,-14,4,-2,-1,0,0,0,-774,0.40000000000000036,334,-27,-1
305,1,3,1,2,7,1,0,0,-251,-0.40000000000000036,-1675,-14,-12
7773,0,-3,0,-9,-12,-1,0,0,-4124,-0.40000000000000036,-3090,-45,-11
4558,1,5,0,-1,4,0,1,0,-355,-0.40000000000000036,-1775,23,-19
9196,0,6,-1,1,4,0,1,0,-1964,-0.40000000000000036,-963,-63,-28
2288,1,2,0,-4,-6,-1,0,0,-2985,-0.7999999999999998,-3019,-39,-11
6098,0,28,-2,1,2,1,0,0,980,0.40000000000000036,1536,-9,6
613,1,57,-8,5,1,-1,-1,0,765,0.0,425,-16,-18
5803,0,-22,-4,-5,-5,-1,1,0,-2620,-0.20000000000000018,-1037,-15,1
2140,0,-57,-2,-6,-8,-1,0,0,-3426,-0.40000000000000036,-997,-14,-5
7680,0,2,1,-2,1,1,0,0,-2238,-0.40000000000000036,-1138,1,-28
622,0,5,0,1,7,0,0,0,1083,0.0,451,-14,6
9070,0,2,2,4,4,-1,0,0,2355,0.40000000000000036,884,-13,-1
2953,1,-8,-1,-1,-3,-1,0,0,-609,0.0,-1114,-8,-22
4765,0,-13,-1,2,3,0,0,0,1156,0.20000000000000018,916,21,-25
3130,0,1,1,-2,-1,0,0,0,-1661,-0.20000000000000018,-1064,-6,-11
3378,1,-3,-2,-1,-4,-1,0,0,-1611,-0.40000000000000036,-1380,-9,-9
3887,0,-26,2,-4,-5,-1,0,0,-2199,-0.40000000000000036,-2258,-20,2
1714,0,-6,2,-3,-7,-1,0,0,-1535,0.0,-716,15,-8
203,0,-1,0,1,-1,0,0,0,815,0.40000000000000036,1397,52,-3
7330,0,-5,5,4,-1,1,0,0,958,0.40000000000000036,2603,17,-5
2251,1,-2,2,3,1,1,1,0,1318,0.20000000000000018,764,5,6
7681,0,-23,0,-9,-10,-1,0,0,-3756,-0.6000000000000005,-1406,31,15
3813,0,-2,2,-7,-10,-1,-1,0,-3535,-1.0,-3197,-50,8
7391,0,1,0,-1,-1,0,0,0,90,0.0,-540,8,-11
3203,1,-25,9,2,2,0,0,0,240,0.0,131,-13,-9
2822,1,1,0,6,9,1,0,0,2699,0.40000000000000036,1015,7,-8
7039,0,23,-1,-3,1,1,0,0,-2220,-0.40000000000000036,-1492,-8,-14
7028,0,-49,0,-1,1,-1,0,0,-1807,-0.40000000000000036,-2118,-37,-34
547,0,0,0,-2,-1,-1,-1,0,-1547,-0.6000000000000005,-916,-17,-4
4685,1,2,2,1,3,-1,0,0,1705,-0.20000000000000018,177,18,-8
8970,1,-5,1,-8,-8,-1,0,0,-2111,-0.20000000000000018,-1607,9,-7
1261,1,14,-2,0,1,0,-1,0,108,0.0,-88,-21,11
1565,0,0,4,-5,-3,-1,1,0,-2520,-0.40000000000000036,-1932,-15,-4
4579,1,-7,0,0,0,1,1,1,2100,0.40000000000000036,1556,9,6
4609,0,4,-1,-5,-6,-1,0,0,-3585,-0.40000000000000036,-3405,-49,-6
5126,1,1,-1,0,2,1,0,0,96,0.20000000000000018,-24,8,12
