,FirstBlood,WardsPlacedDiff,WardsDestroyedDiff,KillsDiff,AssistsDiff,Dragons,Heralds,TowersDestroyedDiff,GoldDiff,AvgLevelDiff,ExperienceDiff,CSdiff,JungleMinionsKilledDiff
507,0,-19,0,-7,-8,-1,0,0,-3177,-0.7999999999999998,-3271,-13,-10
2187,1,2,0,-2,2,-1,-1,0,329,0.20000000000000018,601,23,-1
7546,1,-27,0,-5,-4,-1,0,0,-1985,-1.0,-3666,7,-8
2741,1,2,0,2,4,1,0,0,611,-0.20000000000000018,-139,-20,-3
8673,0,-35,-12,-9,-16,0,1,0,-2930,-0.6000000000000005,-1894,11,12
5110,1,-2,2,-1,5,1,-1,1,-952,0.0,-1337,-20,-7
5352,0,-2,1,0,5,0,0,0,811,-0.20000000000000018,241,7,3
290,0,-5,5,-5,-4,0,0,-1,-6309,-0.7999999999999998,-3115,-101,8
1445,1,-3,3,5,8,1,0,0,2247,0.39999999999999947,1668,-1,10
5720,0,12,-1,1,2,0,0,0,17,-0.40000000000000036,-1014,-30,0
5431,1,2,-3,1,1,0,0,0,780,-0.20000000000000018,74,-24,-4
970,1,0,0,1,0,1,0,0,1177,0.0,763,41,-16
945,0,-2,-1,1,4,1,0,1,1019,0.0,37,11,1
6871,1,0,-1,2,4,1,0,0,422,-0.20000000000000018,-758,8,-3
5372,1,1,-2,0,-2,1,0,0,-535,-0.20000000000000018,-691,-19,2
3159,0,-7,0,-2,-2,0,0,0,-819,-0.20000000000000018,-1709,10,-14
2684,0,1,1,1,7,1,1,-1,-414,0.20000000000000018,-47,-13,-8
8269,0,24,-1,0,4,-1,1,0,63,0.20000000000000018,261,-27,-6
8696,0,26,2,-2,-7,-1,0,0,-1682,0.0,-563,-11,11
8380,1,2,0,9,14,0,0,0,4695,0.7999999999999998,2313,2,-8
3178,0,-67,12,0,4,0,0,0,-708,-0.40000000000000036,-1311,-9,0
671,0,-4,-1,-8,-3,-1,0,0,-4199,-1.1999999999999993,-3186,-44,7
5481,1,-28,14,3,7,1,0,0,1058,0.40000000000000036,1196,-16,13
6770,1,7,1,5,4,1,0,0,1726,0.40000000000000036,1158,32,-12
1008,0,19,3,-1,-1,-1,1,0,482,0.0,914,23,1
6783,1,-2,0,-8,-16,-1,0,0,-3606,-0.40000000000000036,-1971,-8,11
6839,0,-66,-1,-5,-9,0,1,0,-2690,0.0,-743,-16,12
7748,1,1,3,5,8,1,-1,0,2578,0.40000000000000036,1160,17,-5
9684,0,3,-3,-3,-1,0,-1,0,-1434,-0.20000000000000018,-1422,2,0
6497,1,3,0,3,3,1,1,0,3229,0.8000000000000007,3548,34,15
2271,0,-50,0,-2,3,1,0,0,-354,0.20000000000000018,-8,-11,9
2274,0,-1,1,-7,-11,-1,-1,0,-4960,-0.7999999999999998,-3887,-23,-18
8958,1,5,-3,-5,-6,-1,-1,-1,-4473,-0.40000000000000036,-2976,-31,-19
4613,0,8,1,5,7,1,0,0,2279,0.7999999999999998,2842,5,9
84,0,1,-1,0,-2,1,0,0,908,0.0,306,-2,11
3801,0,1,-1,-6,-6,1,-1,0,-5226,-0.7999999999999998,-3701,-78,-10
8536,1,-1,1,2,4,-1,0,0,3018,0.20000000000000018,1320,58,-12
6377,1,67,1,1,1,-1,0,0,408,-0.20000000000000018,165,-31,-12
1619,1,-6,2,4,5,1,-1,1,3059,0.5999999999999996,1408,25,-12
6063,1,76,0,4,5,-1,1,0,1367,0.40000000000000036,1620,20,11
629,1,2,2,-2,-3,0,0,0,-542,-0.20000000000000018,-927,24,-5
9300,0,2,-3,1,4,-1,1,0,1039,0.20000000000000018,589,26,1
9561,0,-61,-1,-1,-2,-1,-1,0,-1456,-0.20000000000000018,-251,-5,-20
476,1,33,6,8,8,-1,0,0,4388,0.6000000000000005,3527,28,-1
6481,1,-38,-1,1,-3,-1,0,0,-323,-0.40000000000000036,-992,14,-9
3686,0,-13,0,5,6,-1,-1,1,4062,0.39999999999999947,2332,22,7
8069,0,23,0,2,7,-1,0,0,843,0.20000000000000018,1776,-8,15
7034,1,-23,10,0,2,-1,1,0,362,0.20000000000000018,889,9,-3
2079,0,5,1,5,7,0,0,0,2545,0.6000000000000005,1922,3,-1
4492,1,0,-2,0,1,-1,0,0,955,0.20000000000000018,1833,52,-18
9523,0,-1,0,0,-2,1,0,0,785,0.20000000000000018,1439,17,7
646,1,-6,-2,2,4,-1,0,0,2590,0.20000000000000018,1325,53,5
9558,0,1,3,1,3,-1,1,0,399,0.0,-182,-21,-16
5921,1,-2,4,4,1,-1,0,0,1833,0.40000000000000036,899,24,-23
5409,1,-4,3,5,7,1,0,0,2473,0.20000000000000018,565,19,21
3747,1,6,3,4,3,-1,0,0,562,0.0,243,10,-8
1277,0,-1,-2,-7,-10,-1,0,0,-5292,-1.0,-4922,-52,-24
9457,1,7,-1,3,9,0,0,0,2615,0.20000000000000018,2028,51,-6
4148,0,-4,-2,-1,-2,1,1,0,-1328,0.20000000000000018,333,-26,-4
8557,1,-32,-3,3,4,-1,1,1,3438,0.7999999999999998,2418,26,4
4233,1,3,1,0,1,1,-1,0,-1675,-0.20000000000000018,-1382,-9,-2
4028,1,-2,0,0,-3,1,-1,0,-564,0.0,-422,-9,-17
762,0,-2,-4,-6,-11,1,0,0,-2997,-0.6000000000000005,-2029,-9,9
8075,1,5,-1,-2,-1,-1,0,0,-1711,-0.40000000000000036,-1406,-19,-16
6997,0,-19,-3,5,-3,0,0,0,1227,0.8000000000000007,2404,-15,3
3532,1,-3,0,0,-2,0,0,0,220,-0.20000000000000018,-284,22,7
3114,1,0,1,3,2,1,1,0,2359,0.20000000000000018,1681,2,5
1492,0,37,1,5,12,1,0,1,1436,-0.39999999999999947,-1544,-34,-26
7950,1,-11,0,2,2,1,1,0,392,0.1999999999999993,866,-27,3
3977,0,11,-2,2,-2,-1,1,0,3272,0.6000000000000005,3059,64,21
1287,1,1,0,1,5,1,0,0,739,0.0,-270,2,-7
8570,0,37,-18,-6,-9,1,0,0,-2696,-0.6000000000000005,-2455,14,-3
1890,1,-1,-3,-2,-2,-1,0,0,-172,-0.20000000000000018,-21,1,0
5615,0,-1,-1,-3,-4,-1,0,0,-1828,-0.20000000000000018,-1146,19,-33
5618,1,-4,5,3,3,-1,0,0,1465,0.0,201,5,-9
4977,0,67,-2,0,0,1,0,0,-896,-0.20000000000000018,-1292,-8,-20
1559,0,-8,-1,0,2,-1,0,0,60,-0.39999999999999947,-341,-15,-15
6587,1,16,2,0,2,1,0,0,272,-0.20000000000000018,-467,13,4
7658,0,-19,-1,-7,-4,0,-1,-2,-6199,-1.1999999999999993,-4997,-54,-13
6465,1,-31,1,4,3,1,0,0,4864,1.4000000000000004,5310,56,35
4734,0,70,1,1,1,-1,0,0,147,0.40000000000000036,1133,3,4
6008,1,5,-3,2,2,1,1,0,1095,0.0,768,-8,0
4889,1,-5,4,-1,1,1,0,0,-1154,-0.40000000000000036,-1629,2,-16
9729,1,-2,1,0,-6,-1,1,0,406,0.40000000000000036,782,35,-4
2364,1,-1,0,-9,-11,1,0,-1,-5540,-0.7999999999999998,-3682,-52,16
8584,0,1,2,4,6,1,1,0,1519,0.20000000000000018,1104,-3,7
2569,1,-6,2,-9,-18,0,0,-1,-5162,-0.7999999999999998,-3610,30,2
8028,1,4,-2,-5,-9,-1,0,-1,-4178,-0.20000000000000018,-1302,-2,15
68,0,3,-1,-2,-3,-1,0,0,-554,0.20000000000000018,521,-1,13
7554,1,0,-2,8,16,1,0,0,5397,0.7999999999999998,2928,29,6
2943,1,2,3,6,2,1,0,0,2399,0.40000000000000036,1719,1,19
2306,1,-3,4,-5,-5,-1,1,0,-3439,0.0,-1460,-37,16
4043,1,-7,-5,0,3,-1,1,0,256,0.40000000000000036,241,-14,-5
1177,0,11,-1,-2,-4,0,0,0,-427,-0.20000000000000018,-13,-14,27
1782,0,-54,-3,-5,-10,-1,1,1,-856,-0.6000000000000005,-2269,-4,10
3418,0,8,2,2,0,0,-1,0,2409,0.6000000000000005,2186,15,34
7412,0,-9,-2,-1,-4,-1,0,0,-1885,-0.20000000000000018,-366,-45,-8
3313,1,-15,1,3,8,1,-1,0,363,-0.40000000000000036,-1888,-8,-47
1123,1,-93,-1,4,3,0,0,0,2097,0.20000000000000018,1569,6,-6
7425,0,4,0,0,4,-1,0,0,129,0.40000000000000036,230,10,-24
7559,1,0,-1,7,4,1,0,0,3854,0.40000000000000036,2379,42,11
9709,1,-17,-1,3,9,0,0,0,1049,0.0,-291,-6,-6
6548,0,-6,-2,1,3,-1,1,0,-193,0.0,-607,-26,4
8545,1,-1,-1,-4,-9,-1,0,0,-2483,-0.40000000000000036,-1356,-15,2
3153,1,-2,0,-7,-11,-1,0,0,-2206,-1.0,-2548,6,19
5575,0,2,-4,2,0,-1,0,0,267,-0.20000000000000018,-52,-17,-11
4178,1,-2,-2,1,3,-1,-1,0,70,0.0,-928,-2,-38
7809,0,6,0,-7,-7,-1,0,0,-2695,-0.40000000000000036,-1275,-13,1
887,0,21,-1,-4,-2,1,0,0,-1993,-0.5999999999999996,-2178,-25,-6
7163,1,-1,2,3,2,1,1,0,-503,0.0,-790,-23,6
8718,0,1,2,0,2,0,0,0,160,0.40000000000000036,999,24,3
8577,1,2,1,-5,1,-1,0,0,-2240,-0.6000000000000005,-4314,-27,-28
1024,1,5,-1,-1,2,0,0,0,-329,0.0,-230,-24,13
7313,1,-3,0,-7,-16,-1,0,0,-2432,-0.5999999999999996,-1788,13,-8
5168,0,-9,2,-4,-5,0,0,0,-1207,0.20000000000000018,-218,-5,20
1487,1,-2,-3,-1,2,1,-1,0,-105,0.0,-1401,9,-2
9204,0,-1,-2,-5,-4,-1,0,0,-1958,-0.40000000000000036,-1775,-3,14
2179,1,1,-4,1,-2,0,0,0,812,0.1999999999999993,237,4,0
4451,0,-21,-1,1,-2,1,0,0,272,0.0,1485,26,-7
4312,1,-36,1,5,5,1,0,0,3877,0.20000000000000018,1762,28,-1
8169,1,0,-2,2,4,0,0,0,753,0.0,-587,16,-1
2556,1,-3,-2,-1,-6,-1,0,0,-1008,-0.40000000000000036,-1516,-9,-20
5548,1,-2,-2,3,-1,-1,0,0,1124,0.20000000000000018,1058,-7,2
6864,1,-6,4,1,-1,1,1,0,458,0.20000000000000018,2243,-23,24
3748,1,-23,-1,-1,-10,-1,1,1,1345,0.20000000000000018,1361,28,11
8134,0,7,5,3,2,1,0,0,1482,0.20000000000000018,1629,-3,5
7382,0,-9,2,-8,-8,0,0,0,-4232,-0.6000000000000005,-2456,-4,1
7715,0,1,2,1,7,0,-1,0,-167,0.20000000000000018,309,-12,7
2841,1,28,-3,0,0,0,0,0,1399,0.5999999999999996,1293,-2,7
8622,0,15,2,-5,-8,-1,0,0,-1257,0.20000000000000018,-91,22,5
8295,0,5,-5,3,0,0,0,0,1142,0.20000000000000018,841,19,-4
7693,1,3,1,3,2,1,0,0,1387,0.40000000000000036,702,16,-12
3434,1,-1,0,8,6,1,0,0,4322,1.0,3830,39,10
1516,0,-1,0,-1,0,-1,-1,0,-594,-0.20000000000000018,-353,-18,0
7894,0,50,-1,-6,-12,1,0,0,-4038,-0.6000000000000005,-2854,-42,11
1172,0,4,-3,-2,-4,1,-1,0,-1906,0.0,-1476,-54,9
4211,1,77,3,5,4,1,1,0,3266,0.40000000000000036,1337,-4,-1
6305,1,-17,3,0,1,-1,0,0,-870,-0.5999999999999996,-1348,-27,-13
5189,0,-18,-5,0,-2,-1,0,0,835,0.20000000000000018,1506,53,8
1187,1,-28,4,0,-1,0,0,0,-85,0.0,-632,21,-28
4345,1,-6,-1,1,4,1,0,0,273,-0.20000000000000018,-1110,-14,1
8128,0,11,-2,-3,-3,-1,0,0,-1454,-0.40000000000000036,-1276,34,-19
4476,0,4,-2,0,3,0,0,0,894,0.20000000000000018,639,16,9
2282,1,4,0,3,1,1,1,0,1928,0.20000000000000018,1805,31,6
4123,0,-3,-1,-2,-1,1,0,0,-2374,-0.5999999999999996,-2316,-47,-3
1908,0,-6,2,-2,-9,-1,1,0,-833,-0.20000000000000018,-773,-10,-4
5820,0,1,-1,0,-1,0,0,0,920,0.40000000000000036,1098,3,11
4054,0,1,0,2,7,0,0,0,1294,-0.20000000000000018,213,23,-4
2044,0,-25,4,0,4,1,-1,-1,-699,0.0,-580,-7,12
5,0,-18,-5,2,4,1,0,0,698,0.0,101,4,-17
9653,1,1,-5,2,4,1,-1,-1,-1039,0.20000000000000018,827,-24,-2
6245,1,10,-1,0,0,1,0,0,-1425,-0.40000000000000036,-1068,-51,9
2619,1,44,-2,4,5,1,0,0,1516,0.0,426,16,-4
2296,1,2,-1,-1,-2,1,0,0,-544,0.6000000000000005,671,-24,20
1462,0,-2,6,2,3,1,0,0,1019,0.40000000000000036,708,7,9
5456,0,4,-1,0,-1,0,0,0,-799,0.0,-588,-44,4
2739,0,1,6,7,12,0,0,1,4553,1.0,3000,26,-13
5150,1,-7,-2,-6,-10,0,0,0,-4330,-1.2000000000000002,-4347,-47,-1
7249,1,-13,-3,7,5,0,1,2,4343,0.40000000000000036,2636,33,-36
6416,0,-2,1,-6,-3,0,0,0,-4099,-1.0,-4129,-32,-24
3384,0,4,-1,0,-2,0,0,0,-1087,-0.20000000000000018,-108,-36,-5
2759,0,2,-5,-3,-7,-1,0,0,-1471,0.0,-1204,8,-3
9157,1,-3,3,5,5,-1,1,1,2979,0.20000000000000018,1183,13,-28
8870,1,6,-2,6,6,-1,0,0,1579,0.20000000000000018,-171,12,-33
6318,1,-24,-2,0,-3,-1,0,1,1060,-0.39999999999999947,7,8,24
1875,0,-1,-1,-4,-6,-1,1,0,-1761,-0.20000000000000018,-1206,-21,-5
5955,1,4,-1,3,7,0,1,1,3247,0.0,576,29,-9
599,1,-6,2,1,3,1,0,0,862,0.20000000000000018,-426,38,-2
5259,0,-6,-1,-4,-4,0,0,0,-1531,-0.40000000000000036,-2275,-11,7
1217,1,-73,-1,-6,-12,-1,0,0,-3996,-0.7999999999999998,-2986,-32,-3
7556,0,0,0,-4,-3,1,0,0,-944,-0.5999999999999996,-2050,-20,0
3551,0,0,-2,-5,-4,-1,0,0,-2855,-0.20000000000000018,-2453,-71,8
215,1,1,2,9,6,1,0,0,5805,1.0,4777,52,20
519,0,-2,-3,-2,-4,-1,1,0,-1374,-0.20000000000000018,-653,-26,17
9417,0,14,-17,-7,-6,-1,0,0,-3207,-0.20000000000000018,-1327,-27,20
6655,0,2,-2,-2,1,0,0,0,-401,-0.20000000000000018,-995,-24,12
4768,0,24,-2,-2,-2,1,0,0,-1968,-0.20000000000000018,-469,-25,19
7003,1,69,4,3,2,1,1,0,4633,0.40000000000000036,3451,62,38
668,1,-1,1,-4,-8,1,0,-1,-2999,-0.20000000000000018,-1476,-10,-1
5598,1,5,1,6,6,1,1,0,3046,0.40000000000000036,1162,15,-4
505,0,-18,1,-5,-7,-1,0,1,-258,0.0,-419,32,7
7393,1,-108,2,8,10,1,0,0,2022,0.20000000000000018,970,-16,-10
4215,0,5,-2,3,4,-1,0,0,1270,0.0,-1625,3,-26
1586,0,-9,1,-1,-2,-1,0,0,-687,-0.40000000000000036,-372,-29,20
431,0,-1,0,-5,-5,0,-1,0,-2641,-0.40000000000000036,-2207,-35,12
4355,1,18,-2,-4,-9,-1,0,0,-4413,-1.2000000000000002,-5071,-48,-39
680,1,-45,1,1,-1,1,-1,0,1759,0.40000000000000036,1710,31,20
3696,1,0,1,-4,-6,1,-1,0,-2748,-0.8000000000000007,-2417,20,-7
2780,1,19,0,2,1,0,1,0,1499,0.40000000000000036,2433,45,8
473,0,-21,-1,-7,-4,-1,-1,-1,-6286,-1.3999999999999995,-4733,-93,-9
2070,1,5,-2,-5,-7,1,0,0,-2086,-0.20000000000000018,-1696,-6,11
4648,1,3,-4,3,1,1,0,0,530,0.0,227,-52,9
3960,1,4,1,1,-1,1,-1,1,1181,-0.20000000000000018,-683,7,-7
5132,1,-2,1,-2,-4,-1,-1,0,-2053,-0.20000000000000018,-1784,-12,-11
4084,1,39,2,9,13,1,0,2,5058,0.40000000000000036,1536,19,-12
7797,0,0,0,0,-1,0,0,0,-347,0.20000000000000018,125,14,-4
9011,1,-2,-2,2,4,0,0,0,1119,0.20000000000000018,-12,-7,12
5977,1,-38,0,5,9,1,1,0,3214,0.20000000000000018,2261,51,4
1732,1,2,2,3,3,1,0,0,789,0.0,-1212,-4,-25
2256,1,-4,3,4,9,-1,0,0,2028,0.20000000000000018,1844,-21,9
1543,0,-33,0,-4,-7,0,-1,0,-2419,-0.40000000000000036,-1437,-53,8
8794,1,3,-1,5,3,1,1,0,1991,0.6000000000000005,2474,0,31
9074,1,-3,0,-4,-9,1,0,0,-1497,-0.40000000000000036,-1252,11,-15
2465,1,1,2,-1,0,1,0,0,842,-0.20000000000000018,-663,21,12
48,0,3,-2,-1,1,0,1,0,-977,-0.20000000000000018,-1025,-38,-12
314,1,0,3,0,0,-1,0,0,-336,-0.40000000000000036,-1059,0,-31
3210,1,0,-4,-4,-6,0,0,-1,-4172,-0.6000000000000005,-2185,-16,-11
8105,0,3,2,-4,5,0,0,-1,-2550,0.0,-1700,-16,-3
3103,1,2,-2,-2,-5,-1,0,0,-1066,0.20000000000000018,10,-36,19
7878,0,4,-1,6,4,0,0,0,3559,1.0,3296,57,-16
1893,0,2,-1,-9,-7,-1,0,0,-5020,-1.6000000000000005,-4792,-33,-33
7463,1,0,2,2,3,1,0,0,2518,0.40000000000000036,2382,47,35
6870,0,-17,-2,1,-7,0,0,0,744,0.0,461,19,8
3473,1,-21,0,1,-3,-1,0,0,0,-0.20000000000000018,-368,15,-14
2307,1,14,-3,2,-1,0,0,0,1892,0.20000000000000018,1261,27,21
8591,0,6,-1,3,8,0,1,1,2700,0.40000000000000036,1463,-20,11
3758,1,0,-2,-1,-8,0,0,0,-518,0.0,868,-21,32
8872,1,-1,1,8,14,1,0,0,3680,0.6000000000000005,2530,34,0
4819,1,8,-1,9,8,1,0,0,5525,0.7999999999999998,3467,26,0
7392,1,0,2,2,3,1,0,0,1051,0.0,12,-26,15
1665,1,19,-2,1,1,-1,1,0,-183,0.40000000000000036,254,1,-10
7858,1,-19,-1,0,-3,-1,1,0,257,0.0,1183,23,-8
1921,0,2,2,2,3,1,0,0,4051,0.8000000000000007,3552,62,15
5950,0,12,0,-6,-11,-1,0,0,-3669,-0.7999999999999998,-2489,-29,-28
865,1,0,1,-2,-4,-1,0,0,-2281,-0.20000000000000018,-1594,-27,-24
6696,0,-1,0,3,5,-1,0,0,2091,0.6000000000000005,2518,29,-19
5242,1,2,0,3,4,-1,1,0,2795,0.40000000000000036,2702,9,7
9344,0,1,3,5,7,1,0,0,2933,0.39999999999999947,1905,39,-8
6824,1,2,-2,-1,7,1,0,0,-1611,-0.39999999999999947,-1901,-34,-14
7579,1,21,2,-2,-3,0,0,0,-1962,-0.40000000000000036,-2464,-52,9
6566,0,-3,2,-4,-4,-1,0,0,-2233,-0.20000000000000018,-1112,-23,-18
6003,1,-1,-4,-4,-4,1,0,0,-3004,-0.6000000000000005,-3860,-33,-25
1454,0,-23,6,-4,-6,-1,0,0,250,0.40000000000000036,942,40,1
421,1,19,-1,6,4,-1,0,0,1128,0.0,858,4,-30
881,0,6,-1,-1,-1,-1,1,0,450,0.40000000000000036,661,3,8
5480,0,6,1,0,-4,0,0,0,462,0.40000000000000036,1726,-2,7
1326,1,-23,-1,2,-2,1,-1,0,-51,0.20000000000000018,373,-4,17
7816,1,-2,3,-3,-2,-1,-1,0,-731,0.0,-118,-24,-2
7178,0,-35,0,-3,-2,-1,0,0,-1199,-0.20000000000000018,-752,-13,1
9865,0,19,1,-3,-7,-1,0,0,-1461,0.0,-69,8,4
786,0,3,-3,-2,-1,0,0,-1,-4000,-0.7999999999999998,-2533,-62,-6
4900,1,5,0,2,7,1,0,0,2339,0.40000000000000036,625,18,5
3027,1,-5,1,-1,2,1,-1,0,-1517,-0.20000000000000018,-972,-11,-21
3325,0,-7,4,2,2,1,0,0,-76,0.20000000000000018,1386,-10,-11
7765,0,-3,0,-4,-6,-1,0,0,-1482,-0.20000000000000018,-724,35,-6
7227,0,-28,-1,1,1,-1,-1,0,226,0.20000000000000018,557,-14,4
4222,0,0,1,-3,-2,-1,-1,0,-259,0.0,555,12,24
3370,0,-5,-1,-1,-2,-1,1,0,-373,0.0,-212,14,-2
6446,0,-3,1,-1,-1,1,0,0,131,0.20000000000000018,735,15,24
7675,0,4,-1,5,3,0,0,0,4170,1.0,4481,86,12
3888,1,22,-2,1,1,1,1,0,464,0.20000000000000018,1520,-42,23
9530,0,2,1,3,-2,1,0,0,1704,0.40000000000000036,2023,37,14
4354,0,-3,-1,-2,1,-1,0,0,-1394,0.0,-589,-52,12
722,0,4,1,0,0,1,1,0,1167,0.8000000000000007,2368,40,-10
2927,0,132,1,4,8,-1,0,0,1627,0.6000000000000005,1723,-2,-12
9772,0,24,-5,3,-1,1,1,0,142,-0.20000000000000018,-58,15,-20
7767,0,-1,1,-3,-1,-1,1,0,-143,0.20000000000000018,708,24,11
8148,1,20,0,-4,-6,1,-1,0,-2462,-0.7999999999999998,-3352,-2,-16
2727,1,2,2,-1,-1,1,1,0,-27,-0.20000000000000018,281,-16,-3
6916,0,1,0,-5,-5,1,-1,0,-3236,-0.6000000000000005,-2874,-28,-4
2344,1,1,-4,0,0,0,-1,0,-2523,-0.5999999999999996,-2980,-46,-4
3439,1,2,2,4,3,1,0,0,2044,0.0,378,7,-6
4967,0,18,-1,-4,-4,-1,0,0,-1726,0.0,-267,-33,8
3600,1,-3,2,1,-1,-1,1,1,2043,0.7999999999999998,1866,1,12
4055,1,1,0,-3,-7,-1,0,0,-1773,0.0,-422,-50,19
9677,0,-27,0,-3,-5,-1,0,0,-703,0.0,-1216,43,-21
8521,1,8,0,6,5,1,-1,0,4759,0.6000000000000005,3279,54,10
6354,1,-5,3,-1,1,1,0,0,-1547,-0.20000000000000018,-1049,-31,3
1818,0,-41,-1,-2,-8,0,0,0,-565,0.0,738,-4,11
4314,1,24,-20,0,0,1,0,0,161,0.40000000000000036,-97,-10,18
5042,0,7,0,5,8,1,0,0,2819,0.40000000000000036,1294,15,-5
1308,1,-17,-3,-3,-4,1,1,0,34,0.0,-957,15,24
6113,1,4,0,1,4,1,0,0,850,-0.20000000000000018,-98,26,5
1350,1,16,-3,0,1,0,0,0,329,0.0,-994,-7,-2
3374,1,-5,-1,-12,-17,-1,-1,0,-5062,-1.4000000000000004,-5699,-52,-25
6536,1,24,-1,-1,-3,0,0,0,-277,-0.20000000000000018,-123,-13,8
7448,1,0,-2,3,5,1,1,0,2545,0.20000000000000018,1695,-11,29
3639,1,3,2,-4,-2,-1,0,0,-3916,-0.6000000000000005,-2883,-66,-31
812,0,-2,4,-7,-8,1,0,0,-2707,-0.40000000000000036,-1826,2,6
9826,0,24,1,-4,-3,1,0,0,-1935,-0.7999999999999998,-1534,-11,8
7469,0,-2,2,-6,-12,0,1,0,-2366,0.0,-340,9,25
4639,0,62,-1,-8,-11,-1,0,0,-4093,-0.7999999999999998,-2844,-31,8
1631,1,-2,-2,-4,-9,0,0,0,-3386,0.0,-2729,-28,9
5716,1,-2,2,9,13,1,0,0,4498,1.0,3370,34,-5
3533,1,-35,0,-1,-8,1,1,0,-356,0.20000000000000018,-408,23,7
3850,1,1,-6,2,1,-1,-1,0,2478,0.0,1105,54,12
4442,0,5,-2,2,4,1,0,0,505,-0.20000000000000018,-1017,-3,-25
3740,1,-29,-2,3,2,1,1,0,2184,0.0,419,-25,15
6936,1,26,0,3,9,-1,0,0,1528,0.0,-104,0,-15
2786,1,-14,-1,-4,-6,1,0,0,-1972,-0.20000000000000018,-1613,-7,-2
5233,1,-41,1,4,0,-1,1,1,3387,0.40000000000000036,1454,4,15
1705,0,6,-5,-2,-4,-1,0,1,-135,-0.39999999999999947,-1288,17,-15
6679,1,-4,-1,-2,0,1,1,0,-888,-0.20000000000000018,-975,29,-11
7768,1,27,-1,2,-4,1,0,0,305,0.20000000000000018,-374,-43,13
3016,1,-3,0,-2,-1,1,0,0,539,0.0,774,13,12
1408,1,-1,1,1,-1,0,0,0,482,0.20000000000000018,166,11,-4
6920,0,1,1,-4,-8,0,0,0,-1502,-0.39999999999999947,-959,-8,-4
7742,1,-1,0,3,2,0,0,0,1486,0.20000000000000018,991,13,2
3400,0,8,-1,-3,-5,-1,0,0,-680,0.0,567,25,10
8009,1,6,0,2,9,1,-1,0,2117,0.40000000000000036,180,-12,6
9311,0,2,0,1,3,0,0,0,956,0.20000000000000018,1998,36,5
672,1,2,0,-1,-4,-1,0,0,-105,-0.20000000000000018,-896,14,-11
2867,1,-11,0,-4,-5,1,1,0,-1231,0.0,-888,9,-2
9512,0,19,1,-9,-10,-1,0,0,-4596,-1.0,-2815,-76,13
6222,0,5,0,5,7,-1,-1,0,3002,0.40000000000000036,2378,19,-11
4693,1,6,0,4,3,-1,0,0,1310,-0.20000000000000018,-95,5,-10
5151,0,-3,2,-2,-4,-1,0,0,-1348,0.20000000000000018,105,-32,0
4483,1,1,1,4,3,-1,1,0,3111,0.40000000000000036,2739,14,11
9192,0,-2,2,6,7,0,-1,0,2338,0.40000000000000036,1009,25,-12
4523,0,8,4,7,10,-1,1,0,3672,1.0,4732,56,-12
5026,1,4,3,-5,-7,-1,1,0,-2406,-0.40000000000000036,-2686,21,-24
3350,1,5,1,1,1,0,0,0,804,-0.20000000000000018,365,34,-24
6836,0,20,6,7,6,1,-1,0,3702,0.6000000000000005,3355,69,-17
7136,0,-2,0,-4,-3,-1,0,0,-4079,-0.5999999999999996,-2994,-52,-7
3580,1,0,2,12,9,0,0,0,5491,1.0,4640,32,-4
6309,0,2,-2,-7,-9,-1,0,0,-3819,-0.40000000000000036,-2264,-38,15
1983,0,-37,0,-3,1,1,0,0,-1833,-0.6000000000000005,-2171,-15,4
9369,0,-3,0,-2,-5,-1,0,0,-1912,-0.1999999999999993,-19,-46,9
705,0,-63,3,-3,-3,1,0,0,-3617,-0.40000000000000036,-1967,-44,-20
3394,1,3,-1,1,-2,-1,0,0,1153,0.0,-5,14,-12
8120,0,19,-1,-4,-4,-1,0,0,-2116,-0.20000000000000018,-1407,-20,5
9750,0,1,1,7,3,1,0,0,4417,1.0,2933,38,17
1103,0,-1,1,-4,2,-1,0,0,-1563,-0.20000000000000018,-1232,-31,7
875,1,-2,3,4,10,1,1,0,2404,0.40000000000000036,927,-14,11
9649,1,-56,0,-2,-7,1,0,0,-572,-0.20000000000000018,35,14,9
2413,1,16,-2,7,11,1,0,0,2906,0.7999999999999998,2360,-19,8
9247,1,10,-1,-1,-3,-1,0,0,-766,-0.20000000000000018,-577,-11,-16
7263,0,-5,3,-3,-6,-1,0,0,-1878,0.0,-178,-20,-4
4993,0,6,-2,-1,-1,1,-1,0,9,-0.20000000000000018,-172,38,-24
9050,0,-5,-3,-3,-11,-1,0,0,-1517,0.0,-62,-12,4
4248,1,-63,4,3,0,1,0,0,926,0.20000000000000018,967,27,-7
6709,0,20,-4,-4,-5,0,0,0,-2831,-0.40000000000000036,-1725,-21,12
7180,0,5,-3,-6,0,-1,0,0,-4266,-1.1999999999999993,-4094,-64,-8
5836,1,-3,5,1,3,1,-1,0,371,0.0,514,-35,24
5412,1,17,-1,1,4,-1,-1,0,2352,0.0,133,37,-5
9839,0,-5,0,-1,-5,1,0,0,-626,0.0,61,-10,3
2742,1,44,4,1,0,0,0,0,356,0.0,58,-33,20
9602,0,1,-2,-1,1,1,1,0,1447,0.6000000000000005,1753,37,31
3280,1,5,4,6,17,1,0,0,4230,0.20000000000000018,1545,63,4
9067,0,-3,1,-9,-2,-1,1,0,-3948,-1.4000000000000004,-4655,-85,-24
