,blueWins
327,1
9604,1
4194,0
1233,1
217,0
3244,0
2805,0
2518,0
1043,0
7140,0
9861,0
874,1
3904,0
8262,0
1188,0
8566,0
5550,0
641,1
6595,1
5498,0
224,0
4197,1
5566,0
6277,0
7851,0
5691,0
6985,0
9740,0
5700,0
8652,0
7698,1
5925,1
3144,1
2155,1
450,1
2415,0
6164,1
3574,1
3899,0
7057,1
615,1
7523,0
1368,0
1593,1
7958,1
9514,1
3363,1
7300,0
6669,0
4981,1
6487,1
4795,1
2896,0
1868,0
2788,0
9741,1
456,0
7291,0
5212,1
95,0
1548,1
2328,1
2295,1
4298,1
9578,0
2257,1
329,0
3471,0
4437,1
2360,1
8515,0
3968,1
2019,1
7838,1
6060,1
8813,1
6644,1
7124,0
432,0
2587,0
2312,0
5545,1
1121,1
1836,1
3137,0
6567,1
3209,0
3687,0
1133,0
5956,1
2309,0
9345,0
9430,0
8062,1
3080,0
6621,1
8681,1
5356,1
7413,1
8394,1
2576,1
8538,1
9797,1
8205,0
7911,1
6593,0
5603,0
8155,1
7732,0
605,0
8974,0
4968,1
6996,1
2725,1
8136,1
9052,1
5998,1
2446,0
8921,1
4047,1
3913,1
3183,1
1267,1
3581,0
1441,0
9154,1
7073,1
2022,1
6718,0
9719,0
7627,0
2087,0
2990,1
3450,0
1708,0
4300,1
6585,1
4728,0
9519,1
2382,1
3288,0
4444,0
6114,1
3143,1
6769,1
3703,0
8361,1
7175,1
9448,1
2817,0
2868,1
8631,1
4418,0
8236,1
3459,1
295,0
8676,1
6625,1
2263,0
1693,0
3938,1
4823,0
8708,0
6330,0
6464,1
9735,1
1747,0
6199,0
8179,1
4202,1
8173,0
1137,0
5993,1
8021,0
7966,1
4462,0
446,1
5018,0
1827,1
9431,0
8111,1
9183,0
4325,1
346,1
4926,0
8198,0
3659,1
3136,0
2648,0
2231,0
4869,0
4687,0
7653,0
4586,0
5587,1
2316,1
6506,0
1327,1
4597,1
8244,1
6105,0
7404,1
7320,1
2566,1
7157,0
6027,1
4994,1
542,1
1037,0
2054,1
2743,1
5263,1
352,1
7531,0
4433,1
6457,1
7331,0
1933,0
137,1
4798,0
1591,0
6697,0
3597,0
2715,0
3482,0
4321,0
4521,1
1094,1
9655,0
598,1
655,1
8922,0
36,0
3525,1
8641,0
4181,0
4908,0
5427,1
2939,0
4412,1
6070,1
2503,1
5473,0
4890,1
5819,0
3237,0
8424,0
4487,0
1807,0
9000,0
7779,0
8456,0
7241,0
26,1
3249,1
6418,1
6376,1
9328,0
8655,0
252,1
3161,1
9716,1
9511,1
5279,0
2321,0
1976,0
9315,0
6505,1
1660,0
6502,1
4091,1
1185,0
8634,0
8744,1
4868,1
8663,1
9619,0
9094,1
8782,1
6541,0
5858,1
6708,1
518,0
5749,0
1584,0
1928,1
460,0
7105,0
2703,0
8015,0
9877,0
7996,1
5872,1
8839,0
3759,0
475,1
1633,0
4924,1
6486,1
4512,1
2074,0
2538,1
3385,1
2768,1
5519,1
6543,1
2835,1
2851,0
2456,0
7492,0
110,1
7456,0
130,1
7997,0
3186,1
2834,1
2791,0
3920,1
2085,0
2550,0
6672,1
989,0
1511,0
8378,1
3401,0
7666,0
4420,1
495,1
688,1
1140,0
4147,1
734,1
3423,1
2393,1
4347,0
1909,0
3823,1
9218,0
5576,1
4406,1
5648,1
489,1
804,0
4970,1
8314,1
8683,0
2222,0
8171,0
3654,0
3614,0
6778,1
8955,0
5813,1
5442,1
778,0
2266,0
8247,1
4274,0
3085,1
3811,0
9103,1
7352,0
7498,0
6995,1
7898,0
6710,0
6607,0
8644,1
9422,1
9805,0
5075,1
4753,0
7451,0
4838,1
2794,0
1053,0
9302,0
2825,0
117,1
6833,1
2917,1
4301,1
5686,0
4429,1
2863,1
4373,1
5028,0
9699,0
4711,1
1129,0
338,1
255,1
833,0
5899,0
8877,1
517,1
4051,1
1398,0
5526,1
4548,0
6673,0
7254,1
1241,0
683,0
8229,1
4683,0
2277,0
1832,1
2332,1
2604,1
8249,1
1503,0
7917,1
5381,0
5149,1
823,0
242,1
2351,1
408,1
5669,1
4758,0
2644,1
3320,1
4144,0
376,0
8058,0
3589,0
6885,0
3857,0
257,1
2386,1
7261,0
6016,0
2240,1
4792,0
532,1
2136,1
1937,0
7982,1
6401,1
6054,0
8386,1
1476,1
2294,0
1856,1
851,0
4166,0
3637,0
2722,0
2021,0
7033,1
3895,1
2493,1
5854,0
6046,0
2198,1
6719,0
3727,0
2765,0
3205,0
1305,0
244,1
8471,0
4445,0
863,0
9118,0
2104,1
3775,0
7938,0
1310,0
4708,1
980,1
2931,1
7829,0
6513,1
3063,1
5065,1
6426,1
6830,0
1702,1
4772,0
2123,1
1929,0
8487,0
7025,1
9657,0
8306,0
9337,1
3653,1
3413,0
7662,1
1031,0
9068,1
4182,1
9043,0
6590,0
2770,0
9749,0
6365,1
5751,0
7281,0
4223,1
6437,0
7459,1
9319,0
71,1
8119,0
6878,1
900,1
7926,1
7784,0
6862,0
3691,1
9022,1
1743,1
2737,0
2388,1
5361,1
9711,0
6213,0
5426,0
8227,1
5644,1
3466,0
7342,1
7528,0
6573,0
1746,0
1051,1
4557,0
3785,1
9396,0
122,1
4573,0
2423,1
8362,1
5176,1
9432,0
7089,0
2513,0
2154,1
3351,0
602,1
8700,0
1348,0
8956,0
1839,1
144,1
5451,0
7437,0
2421,1
2286,0
6128,0
4458,1
4012,1
514,1
1847,1
7269,1
8674,0
9438,0
8465,0
784,0
9341,1
7483,1
8610,1
8478,1
9859,1
4826,0
175,1
4001,1
7746,0
5178,1
490,1
9664,0
61,0
543,1
1576,0
1057,0
4438,1
357,0
2445,1
1243,0
5721,1
3577,1
5579,1
9771,1
4102,0
3248,1
7595,0
7895,0
3343,1
307,0
311,1
3134,0
5406,1
4149,0
6623,0
8640,1
3991,0
1688,0
7040,0
7775,1
2250,1
5733,0
1254,1
4330,1
62,1
5923,0
6956,1
2826,1
761,1
8344,1
3131,0
8791,1
7265,1
2620,0
4048,0
3772,1
2438,0
4044,0
1796,0
5699,0
2588,1
4302,1
7630,1
3705,1
7789,0
9434,0
6254,1
4952,1
3602,1
4246,0
2562,1
1395,1
4214,1
4440,0
4950,0
8784,0
1107,0
6040,1
155,0
5500,1
2837,1
4677,0
2389,1
6757,0
5137,0
7326,1
3094,1
6456,1
16,1
2937,1
4824,1
8555,1
7399,0
9054,1
435,1
852,1
6804,1
5917,1
7560,1
134,0
8608,1
9439,0
7490,0
5504,1
724,0
1870,0
8868,1
8287,1
7337,1
9332,1
3773,1
574,1
4033,0
4986,0
8282,1
5775,1
6841,1
6520,1
6188,0
8909,0
7060,0
9642,1
7444,1
5249,1
7995,0
9353,0
5768,1
857,1
7665,1
8857,0
5068,1
9075,0
3076,0
8031,1
3276,0
7109,0
383,1
7682,0
6028,1
9611,1
7216,1
7977,0
9477,0
1221,0
3575,0
962,0
1816,0
908,0
1669,1
92,1
4511,0
5375,1
1035,0
3907,0
2761,1
697,0
9559,1
3302,1
6480,0
2176,0
1848,1
1603,0
3120,1
1742,0
6439,1
5097,0
60,0
210,0
3903,1
1062,0
5742,0
759,0
8544,0
3677,0
2038,1
2064,0
8112,0
7037,0
8388,1
6849,1
1290,0
1231,1
731,1
8742,1
7314,1
7735,1
5828,0
3505,1
9590,0
5707,1
2138,0
3173,1
2667,0
3017,0
1819,1
6749,1
4863,1
1135,1
2159,0
7411,0
8238,1
7860,0
6106,1
8879,0
2886,1
8553,1
6369,0
5313,1
4286,1
5403,0
5487,0
9803,1
8455,0
1295,1
8636,1
3914,1
9593,1
2708,1
7822,1
427,1
5469,1
298,0
974,0
742,1
8638,1
8908,1
831,1
3031,1
1459,1
3923,0
1352,0
4449,1
424,0
2589,1
6405,0
2156,1
8222,1
1887,1
7258,1
7886,0
75,1
5290,0
3517,0
5161,1
9145,1
9257,1
8206,1
8632,1
6906,1
8959,1
2659,1
9570,0
7023,1
8661,0
7576,1
2338,1
4543,0
2672,1
6928,1
3353,1
9167,0
3470,0
8735,1
3242,1
2028,0
3133,0
1861,1
4640,1
5904,0
9871,0
9266,1
1946,1
5133,0
1179,1
4432,0
8270,0
2705,0
637,0
7796,1
5173,1
2660,0
98,1
1301,0
4113,1
6596,0
5391,0
8667,0
9390,1
3061,1
3760,0
5578,0
5709,1
2948,0
4501,1
2157,0
998,1
2189,1
8230,0
6592,1
1760,0
596,0
4964,1
3487,1
7808,1
5400,1
5797,0
9141,1
9290,0
2209,1
4184,0
5183,1
6258,1
2643,1
969,0
9878,1
563,0
8320,0
7275,0
5370,1
1397,0
5662,1
5954,0
6601,0
2824,1
1248,0
1699,1
4143,1
1095,1
7440,1
8371,1
7712,0
1895,0
5760,1
4140,1
5318,1
2852,1
577,1
1009,0
4157,0
2099,0
3732,1
2211,1
3894,1
8343,0
7670,1
4617,1
480,1
3376,1
6994,1
7717,0
6578,0
3121,0
8567,1
2055,0
4503,0
163,1
8880,1
5266,1
5990,0
1015,1
3463,0
221,0
6753,1
1957,1
6065,0
1863,0
1698,1
8501,0
9462,1
5107,1
8072,1
5857,1
856,0
6831,1
7452,0
2649,0
9789,1
5658,1
3200,0
2904,0
902,1
7538,0
2922,1
8466,1
7179,1
8099,0
6788,0
4353,1
152,0
6165,0
4766,0
5531,1
8944,0
6927,0
8869,1
3697,0
7264,1
2281,0
8200,0
9781,0
8756,1
9326,0
6786,0
6733,1
4695,1
4594,1
904,1
5567,0
4419,0
4815,1
2029,0
1536,1
1541,1
2515,0
6848,1
5297,0
7626,1
8780,0
375,0
8150,1
2772,0
3704,1
6692,1
8093,1
4027,0
1159,1
4133,0
7948,1
5082,1
2666,0
1722,0
7569,1
2092,1
2275,1
5868,1
8186,0
7306,0
6683,0
7959,1
9632,0
9386,0
2301,1
1304,0
9010,0
1244,0
5287,1
2914,0
5219,0
3805,0
5557,1
1962,0
8847,1
6499,1
1677,1
6611,0
6613,0
7589,0
6632,1
8814,1
2539,0
245,1
9791,1
9531,1
8983,0
1023,1
770,1
6475,1
6640,1
1078,1
573,1
3118,0
1900,0
1881,1
9373,1
5568,1
5882,0
9862,1
6504,0
8065,0
4031,0
1006,1
8110,0
6069,0
9014,1
922,0
4338,1
448,0
7302,0
7102,0
911,1
6307,0
3510,0
1979,0
7071,0
3995,0
6311,0
2710,1
5125,0
4751,0
4961,0
323,1
1980,1
5675,1
4436,0
8539,0
4390,1
4417,1
1840,1
5544,1
3140,1
102,0
1523,1
9281,0
6588,0
5243,0
8172,1
5539,0
3880,0
7232,1
9705,0
607,0
9639,1
3876,0
3719,0
8181,0
585,0
2529,0
3642,0
9614,1
6747,1
6740,0
7284,1
9149,1
1685,0
755,0
6308,0
15,0
3346,1
7629,1
2879,1
8085,0
5689,1
40,0
1199,1
5106,0
2729,0
2692,0
6272,0
2980,1
6091,1
1814,0
9079,1
1654,1
6656,0
903,1
2561,0
9508,0
2920,1
8418,0
3174,0
5041,0
575,1
4724,1
4933,1
8902,1
1667,0
9572,1
2913,0
1333,0
467,0
5089,1
9494,0
9731,1
1645,1
8257,1
4030,0
1424,1
1073,0
7925,1
3358,1
2829,0
3059,0
4526,1
4446,0
2599,0
8910,0
858,1
9237,1
2871,0
5077,1
6244,0
3750,0
3865,1
3496,0
5580,0
6320,1
2224,1
4733,1
1785,0
7865,0
3762,0
957,0
1160,1
3089,1
2394,1
7106,1
5589,1
1715,1
1549,1
9840,1
1041,1
1458,0
1600,0
4431,0
4628,1
3441,0
8212,0
6408,0
9665,1
6897,1
780,1
2308,0
8401,0
5304,1
7511,1
7443,1
1613,0
3251,0
2800,0
9692,0
5147,0
3658,1
7093,0
8086,1
1108,1
608,1
7477,0
5616,0
7165,1
233,0
9622,1
6694,1
7549,0
9249,0
4782,1
